rating,review
5,"I've been waiting for this dress to come back in stock and when it finally did i got it in the size 2. i'm typically a 2 or 4 in dresses and the 2 fits perfect. for reference i'm 5'6, 34c, 130lb. i think it runs on a larger size because it's a shift dress. i would recommend sizing down. a great white dress to wear to my rehearsal dinner!"
5,"This dress is very forgiving on my post baby body. i'm glad i purchased the petite, it hits my ankle perfectly (i'm 5'5""). very versatile, i can see wearing this at work (with a blazer) or on a weekend."
1,I was really excited when i ordered this dress for na upcoming beach vacation but was very disappointed when i finally saw it in person. it reminded me of those christmas nightgowns from the 90s with the red and white ruffles. pass!
5,
5,"Wanted a jumpsuit that didn't look stupid on a 50+ year old -- this is it! ordered a large and it is a little loose around the waist, but still fits and is comfortable. extremely well made and very cute. the only complaint is that it is difficult to tie the back."
4,"This is a very cute and unique top!! i absolutely love the back, which makes up for my indifference of the front. i'm a little heavier in the middle, so it hides it a bit, but the light blue from the back that shows on the sides makes me feel a little wider. it's not perfect, but i like it enough to keep it. i got lots of compliments on it when i wore it. it's very comfortable too. i just wish the front had a little more to it or was a tad longer. overall very happy."
5,"This blouse is pretty and drapes wonderfully. i don't think it's too wide at all. it's soft and comfortable. it's stretchy, yet with quality fabric that should keep its shape. definitely a classic piece. the sale price makes the cost more appropriate. the white is a little transparent, but with a tank, it's not a problem. the black is beautiful. i'm having a hard time choosing between them. i love the cut and sleeve details. it wouldn't have looked right with less fabric. it's needed for the sty"
1,"Yikes. there is a whole lot of skirt here. i am 5""4, weigh around 120 lb, and usually wear anywhere between a four and six in retailer clothing, depending on the designer. this skirt balloons out from the waist. on the website it seems to flow more naturally from the waist. i think that the flowers are cute but the material is cheap looking. the skirt is very long- hitting way below mid-calf. there is also tons of material - creating a parachute effect. definitely returning."
5,"I adore this dress! as a mom of two under 2, i need things that are cute, but no-fuss. this is exactly that piece! beautifully lined, breezy linen fabric, machine-washable, and flattering. the catch is finding the right size to flatter. i'm 5'7 and 128...found my normal size small to be really big everywhere. i went with the xs to avoid issues in the shoulders, but i maybe could have gone even smaller. fabric doesn't have a lot of give, so if you are large in the chest, my guess would be a possi"
4,"For a special occasion, but i didn't keep mine:

i ordered petite and it was short on me, too short for my comfort 
color is nice, rsty burgundy, i expected it a little more 'red""
fastening is a little more complicated, though you don't have to make it complicated, it has hooks at each end of the hole in the back,.

but: it is a nice cut, flattering to the silhouette, i might order a regualr size if i needed it. the body is structured, mateiral is not stiff, but also not soft. the arms is"
5,"I bought this during the 25% off dress sale, but alas it is a chemise and not a dress. nevertheless i love it. in a smaller size (i exchanged an xs for an xxs) it is much more flattering and has more shape. the different fabrics make it interesting and fun."
5,"Tried it on in store and had to have it. so soft and easy to throw on. i'm 5'6"" and it hits at the knee. i usually wear an xs or small in tops and the xs fit great."
4,"I ordered the mustard yellow in 10 and found the shirt to fit true to size. it works great with a skirt and with jeans but i did need to wear it with high rise jeans otherwise it came right to the top of my normal jeans and i didn't want to risk showing any skin at work. 

the color is amazing and looks good with just about any color bottom so there is a lot of room to have fun with the top. 

being larger on top the ruffles did not bother me at all, but rather act like an accessory - i find"
5,"This dress is really beautiful. i was looking for something to wear to a summer 6 o'clock wedding, and this dress will work perfectly. the fabric is smooth and has a tiny bit of sheen to it which makes it look a little nicer and more formal. however, you can easily dress it down. my only issue was the length. i'm 5'4 and this dress was way too long. definitely need to take off about 5 or 6 inches! i also had to size up. i could have tried the petite, but it fit so well everywhere except length,"
3,I ordered the large since the med wasn't available and it didn't complement my figure because it was too loose all over. i like the design detail with off-center buttons and the fabric is a nice quality.
5,I am 125lbs and purchased the petiite small. the dress is very flattering and can easily be dressed up or down. the fabric is a medium weight and does not cling to trouble areas.
5,"I was hesitant to buy this top after reading previous reviews, but i love it! granted, i am two months postpartum so i am looking for tops that are airy (it's summer in socal) but cover up my tummy. the material is soft and stretchy and it does have a loose shelf bra type inset---so not a real bra but at least something there. i wore a free people bralette with it and it looked perfect! really happy with this top!"
5,"These pants are flattering yet comfortable. i am thrilled that they are available in tall sizes because i am 6 feet tall. the 36 inch inseam is perfect and for me prevents the problem of ""high water"" pants. the zippered pockets are flattering yet useful. the high rise waist is wonderful. these pants are perfect for wear in a number of occasions. they are great."
4,"I love this shirt for a throw on and go.  hangs nicely and fits great.  colors are more vibrant in person.  i love mauve, i think they do a great job with their designs!"
5,"I am happy with my decision to buy this dress! it's casual, comfortable and my favorite color, too. this product is true to size, color and the material feels great."
5,"To be honest, i bought this as a pregnancy top since i can't bring myself to buy actual maternity wear. it is gorgeously made of lovely light material, and i can actually see myself wearing it even after baby. i find the asymmetrical hemline to be really chic - overall a fave."
5,
5,"I have come to scoop up basically ever elevenses jumpsuit that they release because they are perfection - always the perfect fit and quality fabric. i'm on the taller side at 5'7"" and found this to fit perfectly, yet somehow it looks equally as perfect on shorter ladies i saw in the dressing room. awesome!"
3,"I ordered this online and i love the style, but didn't like the print as much as i thought i would."
5,I purchased this dress in black a few months back. i was so excited to see it back in multiple colors! the black dress went well with riding boots and tights for colder temps. the yellow dress will be great in warm temps with cute sandals. super comfortable and flattering.
5,"I'm glad i tried this on. i was drawn to the burgundy and pink floral print, but i wasn't so sure about the cut or style of the top. once it was on, however, i loved it. i don't much care for the a-line tops that remind me of maternity wear. they're cute on rail-thin, young girls, but not so much on mom-bod women in their 40s. this top is the exception. the details from the buttons to the thin pleats, the unique cut of the bust-line and the print make this top both lovely and flattering. i wore"
5,
4,"So, i bought these in 31 --my regular size in hei-hei and they were huge. so, now i am not sure if i should go for a 30 or 29? i guess i will try the 30. they are really soft and very cute pants. just the sizing is difficult."
2,"I saw this dress online and loved the colors and whimsical embroidery . i thought it would be the perfect dress to wear on the weekend with cute sandals. i was excited when the dress arrived in the mail as the colors were vibrant and the material was soft and cozy. unfortunately this dress is huge. it is a rectangle with pockets. i bought the xxsp, my usual size and this dress was so big my sister was able to fit in it with me.this dress was beyond alterations. too bad it was a great idea but no"
3,"I just sent this back. it is very cute & the fabric is great, so soft & comfy, but it doesn't work with my shape. it is extremely swingy in shape and the buttons up the front only work if you don't have a large chest. on me, it looks like maternity and it gaps when i button it. am a 34dd. it's not the fault of the top, but a bigger size would have swallowed me. i think if you are thin and also not top-heavy like the model, this will be adorable on you. i am just too busty."
5,
5,"Putting my two cents in regarding how fantastic this dress is! i bought the medium petite in navy stripe. it fits great, it's not too clingy and it's flattering to my disproportionate figure (makes me look more hourglass)."
5,"Love this! it's loose and easy for summer, fabric is not too sheer. the asymmetrical ruffle is such a cute feature. washes well. i got the pink for myself (though it's a deep coral color - perfect for me) and the gray for my daughter. wish they'd had the powder blue when i bought ours; i'd have bought that color for her instead."
5,
5,"I so wanted this top in red, and tried on the 0, but it was a little big/long on my 5'1.5"" frame #115 lbs, 30dd#, i tried ordering 0petite, but it was sold out. te only one available was the honey color, so i decided to try it, even though i am very pale... well, i actually do like it. it isn't as popping as the red, but it is super flattering, and the color is actually classy,... so i feel like i could wear this with a dressier outfit, not just casual. i love the feel, the fabric is airy, great"
5,"I love this tee, the fabric is very comfortable and the v-neck is not too deep for petites!"
1,I'm 5 ft 7 125 lbs true size 4 and these pants made me look like i had boy parts. super disappointed!
5,"I got this top in the black and i love it. the bottom is a silky material that's really beautiful, and the cutout details are really pretty. so many of retailer's sweaters are enormous, but this one fits tts. 

my one complaint is that the bottom white part wrinkles really easily."
3,"Note: if you have a large chest, the seams hit in an unflattering spot. nice shirt, just not great for the price."
5,Good quality and design. perfect for casual office. definitely recommend. i don't know why it's called a cardigan because it's more like a casual blazer. note there is no button- just the tie to close. runs big. i'm 5'8'' 130# ordered the xs and it's roomy.
4,"The fabric is quality, nice thicker fabric. the fit was strange, the top part fit great through the arms and shoulders, except my bust makes the front stick out and results in a maternity look. it was also slightly wide, i considered taking it in on the sides. ultimately it wouldn't be worth the money. it would be a great top for someone with a smaller chest."
5,Adorable dress. could hardly get the zipper up in my very typical size 4. i will order a 6 and am hoping it will work out!
4,This is a beautiful piece for the price. very well made and flattering. i'm a 34c and usually wear a size 2-4 on top and solid size 4 on bottom. a size small in this fit great. it does not provide any support up top though so be aware of that.
3,"The dress is precious and looks good on all body types. however, the bust is extremely tight. i had to go up a dress size just to fit in the chest area."
4,I ordered a size xl in ivory. it's prettier in person. there are great details. it shrunk a bit after washing and air-drying. i cut off the layer of chiffon around the neckline to make it more comfortable. a cute summer tank.
5,Love it. goes well with a lot. super soft
5,"I love this sweater! aside from it being absolutely adorable, the quality is great and the sizing is accurate. i have received so many compliments on it so far and honestly, i want to wear it everyday! the sweater is super soft and comfy... and of course, i totally recommend it! thanks retailer!!"
2,"Material is thin, with a fleece like feeling on the inside. hard to describe but almost feels like a really thin north face material. the cut on the sides of chest area is super awkward, shows way too much, would never be appropriate to wear a regular bra underneath."
4,This dress is beautiful and flowy but flattering. the colors are vibrant. the slip is tighter than the dress but i don't mind. it is a half slip and the bottom is sheer. i'm normally a 10/12 in dress and the 12 fit well. the length was good for my 5'9 height.
5,"I didn't look at this dress twice online but when i tried it on in the store i was floored. it was beautiful, flattering, and so much fun."
5,
5,"I thought this dress looked cute online and was excited to try it on at my local retailer. it fits so well and is very flattering! i really like the material. 

the only thing for me is that i have long arms so the sleeves have to get pushed up, but it looks like that's how it's supposed to be."
5,"This top is very well made. nice heavy material for those in between days. the back is slightly longer than the front and it is well finished inside. i ordered a 00 which fits great in the body area, but a little tight on my arms. still a keeper!"
3,"The stylist had me try this top on off the shoulders, but that was kind of snug, perhaps why it didn't fit right, it is not off the shoulders on this picture. the cut is loose, so it looked big on me, but going smaller would not have worked the way i had it on... may give it another try on. xs was big, so would need to try the xxs next time. but off the shoulders looked nice on the lady who was smaller built next to me!

colors are nice, light, but appropriate for fall (or summer!) light fabri"
5,"Love the length, color, and rise. new favorite jeans! they're a little loose around the ankle and the way they hang is the only thing i don't like."
5,"This runs tts - maybe a little on the large side. i typically wear between a small and a medium (or 6 and 8), and the small was a perfect fit. this is my second jumpsuit and i always worry about how easy they are to pull down for restroom breaks. (i drink a ton of water) this one is relatively easy - it has a button at the back neck that you have to unfasten and it's super easy and not awkward at all. i love how you can dress this up with heels for a night out or pair with sandals for a more cau"
5,"I purchased both the floral sleep shorts and the top. the floral watercolor pattern is gorgeous and the fabric is very soft. like the other reviewers, i appreciate the feminine quality of this set while also being able to run around the house. i am 135 lbs and purchased a s."
5,"I am so glad i had read the other reviews of this jacket which prompted me to order. great fit and cut with a hint of stretch, nice styling details, great vintage color. i wasn't in love with the price but after receiving the jacket i would gladly pay the price again. will definitely be in my wardrobe rotation for years to come!"
5,"The skirt looked orange online, but is more of a nice red (i do like orange too though).
i had orginially palced this in my basket as a to order later to see, but my store had it. glad because i would have ordered petite, adn i do think that would have been too short for me (not appropirate for work or (in my opinion0, my age). the skirt (size 0 regular), fit my waste, and fell about one inch above my knee. i am 5'1.5"" (115 lbs if it helps#... so petite would have been short.

the only thing tha"
4,This tunic is a nice basic to have. it is like a light sweater knit. the arm holes are a little large and hang low but can easily be remedied by wearing a camisole underneath. nice with leggings or skinny jeans.
4,"These pants are so soft and so comfortable! i was absolutely in love at first sight. however, i got the petite, because i am 5'3, and they were still a little longer than i like my pants to be. i wanted them to hit right above the ankle, just like the photo, however, they are a tad longer. i still love them and they are still as comfy as ever, so i am gonna deal with the length!!"
4,"Cute spring dress. fit can be a little challenging if you have a full bust. however, print is so beautiful. the material is soft. i liked the puff in the sleeve. it made the look more unique."
5,Better than the picture - i like the layered look and the texture of the fabric. great top.
5,"I love this top, it gives a little bit of a sleeveless look yet is more flattering on the arms for those who don't normally wear sleeveless tops. i think it runs very large - i'm normally a size s/m and the extra small was right. it's loose around the waist yet has a feminine fit.the tiny balls around the neck, button at the back, flutter sleeves, and linen fabric are all cute details that make this top unique. i also like how the fluttering goes down the sides and not just around the sleeve."
5,"The design is so cute (people in different yoga poses, small and subtle prints) and a must for a yogini. i love the colors, it's colorful but not too bright and it's beautiful against the white background. i ordered xs (i'm 34b, 26 waist, 36 hips) and it fit perfectly (it has a fitted look but not tight because it has some stretch from the soft cotton material). i like the fact that there's no stretchy spandex feel, just pure soft cotton feel. it's great for gals who are conscious about the arms"
4,"These tights are so cute, but the sizing leaves much to be desired. i guess they are true to size since they are labeled s/m.

i'm 5'0"" with shorter legs than torso, and i suppose i'm lucky that i have muscular (read: large) quads/thighs to suck up some of the fabric, otherwise these might have just bunched up at my ankles.

the other thing i don't love about them is the feel of the fabric - it's more sweater-like (and not a soft sweater) than stretchy. maybe that was the intent, but i find tigh"
3,I love the style of this swimsuit on the model. when i purchased is i didn't realize that there was no support (wire/ padding/ lining) in the chest. the rest of the swimsuit was great but i did not like the look in the chest - it provided no support. i ended up returning it.
5,"I love this blazer. its perfect for work, and makes a great statement."
3,"I ordered this on-line. while it fits well before washing, the fabric is a bit thin. i'm afraid it might shrink in the wash, too. i haven't worn it yet because i'm trying to decide it i will keep it or return it. colors are a bit more muted than i would like also."
4,"I vacillate betwixt saying this shirt runs large and small. i usually wear a small in retailer items, but the xs was all that was left in the charming bee print. the fit is flattering even though it's smaller than my usual size. conclusion: runs large. however, when i went to put my head through the top of the shirt, it was like being birthed. conclusion: runs small. bottom line: i'm in love with this shirt and so i'll just have to get used to the faux birthing feeling every time i put it o"
4,"I tried this in the store after looking at it online. the material was soft and flexible which was nice - i had been concerned that it might be stiff. however, it was a bit difficult to get on and off with the zipper on the back and the high neckline. overall, as a petite person, i felt the spots were too overwhelming for me. but if you like the spots, and have no trouble with back zippers, go for it."
4,"I had my eye on this coat for so long. when i saw it was on sale and an extra 30% off i decided to go for it. i ignored the reviews that said it ran big and took a chance and sadly it did not pay off. this jacket is very heavy so if you are going to get it on sale, it will probably go into the closet for next winter. it was very boxy on me and tied at the waist, made my upper half look huge. it was just not flattering at all. the heaviness of it also made the big open neck a little annoying and"
5,"The stitched v-neck tunic is a very charming piece to your wardrobe. it is soft and feminine, and has added charm with the fringed bottom.
it is a comfortable piece that looks great with leggings or skinny/straight jeans. 
it is a loose fitting design, so it is a bit large. opt for a smaller size if you prefer a closer fit to your curves."
3,"May look better on someone tall. thin, and straight."
4,"Not a summer dress even though the photos make it seem like it's for hot weather. the weight and layers and synthetic fabric is very substantial. it is a bit scratchy where there is maroon fabric, but not intolerable. i love this dress but it's beyond a-line, it's a tent. i'm keeping and will wear for fall with a long sweater to flatten the fullness that's seen in profile. for my body type (top heavy, thick shoulders/back/upper arms), i chose the smaller of my size range. definitely size down if"
5,"I am 5'5 about 110 lbs and the size 0 regular fits me well. sometimes i order petite, but the regular fit me just right. they are higher waisted than most pants i wear, but they are completely adorable and comfortable to boot. love the pattern. the sturdy quality is tangible. definitely going to order more of these pants in different patterns as they become available."
3,I really wanted to love this sweater after reading the reviews but when i received it i was sadly disappointed. it is pretty boxy and not much shape. could be cute for casual outfits but i was looking for some dressier sweaters.
4,"This is an awesome piece and i got many complements while wearing it! it is that rare combo of super comfortable yet amazing look all in one. it does run a bit big, especially on top but the stride is short so i had to keep my regular size or i would have had a wedgie all night."
4,"Since the reviews are quite polarized for this dress, i thought i'd throw in my $0.02...first, to clarify, there is indeed a zipper. it's well-hidden under the l arm (i didn't think there was one based on the reviews and got it on zipped fine; once it was on, i could feel the zipper [not uncomfortably, i just realized there was one]). dress does not have a lot of give, so i imagine that zipped, it would be difficult to get off. because no give, don't order down; that said, i found this dress to"
3,"I really wanted this skirt to work but it didn't look very flattering on me. a great midi length and very cool pattern, so hopefully will work for others!"
5,I really liked this cardigan. it is well made and very pretty. i will wear it when it gets a little cooler in early fall because i tried to wear it on one of these really hot days and it felt little too warm.
4,I am 5.1 and 113lbs. i ordered the petite size 26 and it fits like a glove. i gave 4 starts as i wish i had less stretch in it but other than that they are perfect length and sooo soft. super happy with the cut and waist height!
1,Wanted to love this colorful romper. the fabric was suuuuper thin and very cheap feeling and looking. no way would i wear this.
5,This dress will be perfect for the mid-september wedding i'm attending. september is a transitional month fashion-wise and this knit dress will be perfect. the shimmer (which isn't apparent from the website) makes it festive enough for a wedding.
5,"I bought these on sale and love, love them! they are comfortable and super cute with the print detail on the calves and around the waist. i am waiting to receive the matching hoodie. don't know it i will wear them together since i don't like to be too ""matchy"". i have worn the leggings with a long black tunic top and grey slip on sneakers. very happy with this purchase!"
5,"I fell in love with this top (sweater) before it could even be ordered - was on model for pants that were available to order. in any case, i later ordered the blue motif online and the colors are even more beautiful in person. the blue also contains fibers of wine - so very pretty. the gray is a soft shade. the quality is lovely too. the only cons are that the seater is rather heavy, but should be great for colder winter months and the zipper on the back is quite conspicuous. however, that said,"
5,"I love this shirt, it's easy to belt. i just wish it was tighter."
5,"I tried these on at the store and thought the color, texture and style was very nice, but i needed the petite length. so i came online but was disappointed to see that the style is sold out in petite! darn. the regular length hits me just above the ankle, so i suppose it is still do-able, but i hate to pay full price for something that doesn't fit quite right. maybe if it goes on sale i will consider it."
5,"This is absolutely beautiful.  but i am only 5'6""and the dress hits my thigh about the same place as it does on the model. one lean over to pick up my purse off the floor and i will flash everyone.   so i am going to wear it with dark denim leggings and tall boots.   likewise i did not detect even a speck of black. to me it is navy and purple. i was wishing it had black because those are my favorite leggings but quite honestly i think you're going to have to do navy or denim."
5,"Beautiful piece that i loved from the day i received it in the mail. lots of compliments, just a fun, pretty outfit."
5,"I am 5'2"", 110 lbs and i ordered my usual size xs and they fit perfectly. they are so soft and comfortable and keep me very warm. i can't wait to take them with me when we go to the snow next month!"
2,"Beautiful floral print and while i like the concept of this dress it was a total failure for me. where the knit meets the print hit me at the top of my bust, truly a disastrous look for a bustier figure since the fabric just drapes down and made me look much larger than i actually am. same with the arms, if the white knit had carried down to the elbow it would have elongated the arms instead of cutting them off mid biceps to make them look like giant hams. i'm 5'6"" and a classic size 8 and this"
5,Love love love this jacket!! great spring and fall weather.. very stylish!!
5,"First off, i love the dress! i love anything that you can throw on for a monday and be ready in 20 minutes. the material is good but the compartments for the bust do not hold a d+cup. i ordered the 6 and it fit perfectly except in the bust. easy fix, a white cami, the sale price makes that necessity acceptable. it's a keeper."
5,"I tried on this sweater in the store and immediately ordered my size. i got the petite small in natural delivered to my door several days later and am extremely pleased. the fit is roomy enough to layer, but not too large or boxy. the wool is fluffy and luxurious and has terrific appeal. i get compliments every time i wear it...""classic,"" ""fancy,"" ""jackie o."" are all terms i heard used to describe my favorite new sweater. the coat is made from a medium weight wool and is probably not meant for e"
5,"Similar to the previous reviewer, i'm also between sizes and for pencil skirts it's usually the larger size that end up fitting. whether this skirt runs large or maybe because it has a slight stretch, my smaller size (10) fits perfectly and seems comfortable enough to wear on a long flight or road trip. the fabric is wonderful, the skirt length is great for work, and the styling is really nice with added detail of buttoned loops at the waist. if i had one negative comment it would be an itty bit"
5,"I loved this jacket when i tried it on in the store, and brought home a size med. it's a nice weight of material, lined, and very classy. i liked the idea of adding it to my collection of suit-jackets for business meetings. but when i tried it on again using actual outfits from my closet, i realized how much it looked like a lab-coat. i am not giving up-- if it goes on sale, i'll order a small, to see if it is more flattering. but at this point, it's a no-go."
5,"These jeans were not for me. they are very straight...hence the name 'parallel'. i'm have more of a straight athletic build so for me it was too much straight and didn't flatter my shape at all.

however, very nice jean once again from pilcro."
5,This ruffle tee is adorable on. the fabric is light but not thin and the styling is very flattering to any figure. i look forward to wearing it as a transition piece as it stays warm long into fall in the south.
3,"This is absolutely huge.  it felt like it was at least 2 sizes too big - the empire waist wasn't even semi- fit.  36d chest and size small was like a tent.  however, the embroidery was beautiful"
4,
5,"The shape is flattering on my postpartum body. even though the material is stretchy cotton and the shirt fits well across my shoulders and chest, the swing shape hides my stomach area. the material doesn't seem particularly breathable, so you might want to avoid wearing it in really hot, humid weather; but for my summers in the pacific northwest, it'll be fine."
5,"I never write reviews but this dress is so fantastic i felt compelled to write one. it has unbelievably gorgeous detailing, from delicate beading and sequins on the bodice to the three layers of the skirt: slip, floral pattern, pleats. i literally feel like a princess/ greek muse in this dress. can't recommend it enough. true to size; i'm 5'7"" and 133 lb and got a size 4."
2,"So i have had to return this once so far because the stitching ripped out when i sat down. the little slip thing that goes underneath if cheaply made. i really wish this were just lined dress. i wear it with a blank tank top and leggings underneath. not worth the money, but i needed something to wear that was transitional."
1,I received this top in the mail today not what i expected at all! it is a great fabric just way too much of it. it is proportionally incorrect width wise. unfortunately this one will be going back.
5,"I love this top! looks great with just about any kind of jean (skinny, flare, especially high waisted). even looks good with vests and cardigans. a perfect versatile piece for the fall - you won't regret!"
4,"I love this skirt; but it is so long that i have ordered the petite as well to see which one i will keep. i am tall; but even pulled up higher than my waist, there is at least 3 inches too much in length and i want to wear a flat shoe or boot with it. if i keep this one, it will need to be altered. 
it has pockets which i love. it is an effortless long skirt which i will wear christmas day for sure. the pattern is stunning with the mixed prints. the fabric is silky. it can be dressed down with a"
4,"I ordered this dress and wow , this is one really pretty dress, my only drawback is that the dress is not fully lined. for this price i was expecting a full lined dress. the flower detail and beading is amazing, but this one is going back hopefully it will be on sale soon, i might reconsider"
4,"I was on the fence about ordering my normal med, but so glad i did. it fits sooo well. i do think its more suited for warmer days since the material is very thin. its sort of a cropped length and looks great with sandals and heels. i don't like showing off bra detail and will add some kind of closure detail to hide bra or wear a very lightweight top underneath. this was a great buy especially with the sale."
5,"This blouse is just so beautiful! but i do love white blouses, so that may influence my enthusiasm. however, once i buttoned it up, it was just dreamy. i have a long torso and am tall for a typical xs, so it's often hard to find something that's the right length. this is perfect! it may overwhelm some ladies who are on the petite side of height, but it's a rare find for me. paired with a pair of cropped pants because i'd come in a dress, it looks delightfully vintage in the best of ways. i'm sti"
5,
5,"Very soft, cozy, and exactly what is needed on tbose in-between days. the collar is a bit dramatic if you are petite, but there is an extra button that makes it more manageable. stylish, cute"
5,"Totally my style, i love how it hangs and is so soft and comfy. material is thin enough to be fairly lightweight, and i was worried about it being clingy -- so happy it's not! body skimming and very flattering for full bust (v-neck helps here) if like me you don't like tight chested clothing. also love the length of this top. i'm 5'4"" and 36ddd, size l fits me just how i like it."
5,This is a comfortable pretty blouse. i purchased the neutral print and am very pleased with it.
5,"Beautiful, timeless dress. runs small, straight fit. can't wait to wear it to work or a function,"
4,"I have been looking for a cold shoulder dress for a while, but haven't been able to find anything i really liked. i ordered this and picked it up at the local store. it is very comfortable and seemed a little big at first, so i washed and dried it and it seemed to shrink just a little to fit well. i love the open shoulders. i wore it with gray tights and gray boots for valentine's day and it was perfect for the cold winter weather. i think it is a bit overpriced, but i still love it! it's a nice"
5,"I bought this dress for my engagement photo shoot and rehearsal dinner and it's beautiful! it's delicate and feminine, without being too girly or frilly. very simplistic. and probably the comfiest piece of clothing i own! my only con is that i'm a little tall and it doesn't hit me completely on the waist, but it's still very flattering."
5,"I love this soft, glistening, flowy beauty!  it's my favorite color too!  i'm 5'5"", 34d, size 6 and a small fit me with room to spare.  don't wait!"
5,"Yes it is boxy, but by design. because it is a shorter length and sheer it isn't an issue for me even as a petite. it has a bit of an ethereal look on as if it's just floating on your body. what doesn't show well in online pictures are beautiful chartreuse, charcoal & white threads running throughout the design. this adds to the classy look of this top.
great to dress up jeans or with a dressy pencil skirt for a night out."
5,This is such a unique piece and could be dressed up or down. i can see myself wearing this with skinny jeans and a tee and adding a statement necklace or wearing over a dress. i tend to get hot so i like how light weight this is even though it is lined. it is of excellent quality but may run slightly small (or at least smaller than other items i have purchased through retailer). the drape is extremely flattering and i think that would be true for every figure. my favorite feature is the oversized
4,Great boho chic top. a bit over - sized but soft and love the colors!
5,I feel really cool wearing this skirt :-) a nice alternative to the jeans that are my standard uniform. loooks great with short boots. i'm wearing it as i write this review--and was wearing it all day. awesome skirt!
2,"When i saw this online i immediately put it on my ""must buy"" list. i hate paying the exorbitant shipping fees retailer charges so i was waiting until i could get to my local store, in the meantime it looks like it has sold out online but i am sure it will be back in stock soon. luckily, my b&m store had it and i am so glad i didn't waste my money or time ordering it online. this could have been great but once again antho missed the mark. what the product shot online doesn't show is that it has dol"
4,"I understand this is a pencil skirt, so it's gonna be more body hugging. however, this really did seem to run small. i only tried it on because it was on sale and there was a promotion. my thoughts below:
___________
pros:
- great design that will match with a lot of things.
- very soft and comfortable overall due to being part modal. lots of stretch.
- no dry cleaning here. hand wash, which is a plus for me.
- it's a thicker knit, but it's breathable, too. no issues with being see-through.
- re"
5,I found this tee to run true to size with a comfortable relaxed fit. the neckline and elegant button gives this tee enough detail to dress it up if you wanted to take it in that direction.
1,"This top doesn't at all fit like it does on the model. the mid section is very wide and boxy and the material is thick and almost sweatshirt-like. i typically wear size small or 4, but perhaps an xs might've fit or looked better. sadly i must return this shirt."
4,I bought the fuschia colored tank to wear under a sweater for the fall. great color. fits well.
5,So comfortable and warm! so nice to lounge in a cold day and be cute!
5,"Love this jacket! this picture shows the sleeves rolled down, but in the stores they have them rolled up and i have to say that is how you'll most likely wear it as the sleeves might be too short if you rolled them down. however, it is still a fabulous fall coat! it does run slightly large, but it depends on how you want it to fit. i am typically a medium, and i bought the m/l because the xs/s was a little fought in the shoulders. i bought last weekend and already wore twice because it looks gre"
3,"I was so excited to order this beautiful coat.  it does seem well made and is very soft.  unfortunately, the fit is completely off and is overall large.  i ordered a small, as this coat appears slightly more snug on top, a-line on the bottom, with three buttons.  i am 5'6"" and weigh approximately 145.  i was expecting this coat to be body-skimming.  instead it was overall large and the bottom of the coat awkwardly flared.  the  pleat on the back is unflattering.  sadly going back."
1,"Looked good in pictures. i even ordered an xxs petite and it was huge! although the sweater has interesting textures and is very beautiful, it is very awkward and poor fit. will be sending back."
5,"I purchased this dress for my 50th birthday bash!!! it was stunning!!! the fit was perfect. i did buy it a size up, but could have worn my regular size. it is incredibly flattering and elegant. very well made. one of my go to black dresses for the summer!!!"
5,"I love this sweater! it is very lightweight- the knit is a wider weave, so if you are cold natured be sure to layer and bring a jacket. the fit is great, it is very flattering on. the back is lined and has the gray fabric that shows past the sweater hemline which adds to the uniqueness. this could be dressed up or down- i paired with a white tee and dark jeans and flats but will wear it next with nice pants and maybe a white collared blouse. very happy with my purchase!"
4,
4,"Cute, swing top that would be flattering on most. i love the print on the white color and it's so soft. doesn't wrinkle easy. but it does run big! i'm usually a s in retailer but i was drowning in it. so, size down!"
4,This cardigan was a keeper for me. i love the pin that pulls the two sides together or worn open is just a nice decoration. four starts only because i felt like the arms ran a little short.
4,Beautiful shirt but runs huge! usually between a large or xl and i sized down to a medium.   the fabric has a nice sheen and it's a flowy shirt but seriously size down.
2,"I'm petite, but even if i weren't, i think this runs very large, isn't form flattering at all, and overall looks dull. it most definitely does not justify the price. material is thin."
5,"Just picked this up in my retailer store and i love it. i bought the orange print and the colors are vibrant and perfect for summer. i am 5'5"" and  140 lbs. i took a small which is my usual size at retailer. could be worn unbuttoned as a sleeveless cardi over a tank. i will wear a cami underneath as it is sheer, but that doesn't bother me. another shopper was trying this on in the fitting room and it looked great on both of us. i will wear this all summer long. looks great with denim. happy find!"
5,"I love this top!! it is flattering in all the right places. i struggle with shirts the are too flowy however this is forgiving yet looks more fitted and flattering. i bought the shirt in blue and am buying it now in red! i typically buy a large or xl, in this shirt a large is perfect!"
5,"I love these pants! they are slimming, can be easily dressed up or down, and they are super soft and comfortable."
4,"Super cute. cotton is substantial enough not to show bra lines, but light enough to be summery & breezy. i misread ""xs"" and tried it on, thinking it was a medium, & oddly there's barely any difference among the xs, s, and m sizes--the buttons didn't even buckle out across my bust on the smaller sizes--so, this top could be a nice ego boost if you want to size down (i got the m anyway). armholes not too big, ruffle hides any tummy flaws. great with jeans, shorts, and skirts--like a perfect white"
5,"I love this shirt for its subdued colors and casual style. it is lighter in weight than a flannel shirt but retains a feeling of softness. it is from cloth and stone, a brand i like. usually i buy that brand in a small because their shirts run large for me. i liked this shirt so much i ordered it twice and waited for a backorder. i sent the small size back and was lucky enough to get a medium before the next out of stock situation."
